"","age","workclass","educationnum","maritalstatus","occupation","sex","hoursperweek","X50k"
"16507",24," Private",16,"NeverMarried"," Adm-clerical",2,40,1
"16508",41," Private",13,"DSW"," Sales",1,32,1
"16509",27," Private",13,"NeverMarried"," Sales",2,35,1
"16510",28," gov",13,"DSW"," Exec-managerial",2,40,1
"16511",57," Self-emp-inc",12,"Married"," Exec-managerial",2,40,1
"16512",21," gov",13,"NeverMarried"," Prof-specialty",1,20,1
"16513",50," Private",12,"Married"," Handlers-cleaners",2,40,1
"16514",27," Private",12,"Married"," Handlers-cleaners",2,40,1
"16515",58," Private",16,"NeverMarried"," Prof-specialty",1,60,1
"16516",27," Self-emp-not-inc",16,"Married"," Exec-managerial",2,50,1
"16517",36," Private",12,"DSW"," Sales",1,17,1
"16518",68," gov",16,"Married"," Exec-managerial",2,40,2
"16519",33," Self-emp-inc",12,"DSW"," Sales",1,40,1
"16520",19," Private",13,"NeverMarried"," Other-service",1,18,1
"16521",26," Private",12,"DSW"," Adm-clerical",1,40,1
"16522",37," Private",12,"NeverMarried"," Handlers-cleaners",1,30,1
"16523",53," Private",12,"Married"," Machine-op-inspct",2,45,1
"16524",32," Private",13,"NeverMarried"," Tech-support",2,38,1
"16525",18," Private",10,"NeverMarried"," Exec-managerial",1,25,1
"16526",53," Private",12,"Married"," Craft-repair",2,40,2
"16527",40," Self-emp-not-inc",16,"Married"," Prof-specialty",2,40,1
"16528",50," Private",13,"DSW"," Prof-specialty",1,40,1
"16529",43," Private",16,"Married"," Prof-specialty",1,50,2
"16530",60," Private",16,"Married"," Sales",2,46,2
"16531",28," Self-emp-not-inc",12,"Married"," Sales",1,40,1
"16532",34," Private",12,"DSW"," Sales",2,45,1
"16533",37," Private",12,"DSW"," Transport-moving",2,40,1
"16534",25," Private",12,"Married"," Tech-support",2,40,1
"16535",46," Private",17,"Married"," Exec-managerial",2,65,2
"16536",21," Private",10,"Married"," Handlers-cleaners",2,40,1
"16537",26," Private",16,"NeverMarried"," Prof-specialty",1,45,1
"16538",47," Private",12,"NeverMarried"," Adm-clerical",1,40,1
"16539",18," Private",11,"NeverMarried"," Handlers-cleaners",2,20,1
"16540",22," Private",16,"NeverMarried"," Sales",1,16,1
"16541",36," Private",13,"DSW"," Machine-op-inspct",1,30,1
"16542",59," Self-emp-not-inc",12,"Married"," Transport-moving",2,48,1
"16543",33," Private",12,"Married"," Other-service",1,38,1
"16544",33," Private",9,"DSW"," Craft-repair",2,35,1
"16545",53," Self-emp-inc",16,"Married"," Adm-clerical",1,50,1
"16546",44," gov",13,"Married"," Exec-managerial",2,40,1
"16547",55," Private",12,"Married"," Exec-managerial",2,50,1
"16548",56," Private",12,"Married"," Transport-moving",2,50,1
"16549",54," Self-emp-not-inc",13,"DSW"," Sales",1,35,1
"16550",51," Private",12,"DSW"," Prof-specialty",2,40,1
"16551",31," Private",13,"NeverMarried"," Adm-clerical",1,38,1
"16552",43," Private",17,"Married"," Exec-managerial",2,50,2
"16553",44," Private",12,"DSW"," Other-service",1,40,1
"16554",22," Private",13,"NeverMarried"," Exec-managerial",2,50,1
"16555",43," gov",12,"Married"," Other-service",2,40,1
"16556",26," gov",15,"NeverMarried"," Adm-clerical",1,40,1
"16557",30," Private",16,"NeverMarried"," Sales",2,18,1
"16558",30," Private",8,"Married"," Craft-repair",2,40,1
"16559",46," Private",12,"NeverMarried"," Other-service",2,15,1
"16560",27," Private",16,"Married"," Sales",2,50,1
"16561",26," Private",12,"Married"," Craft-repair",2,50,1
"16562",36," Private",16,"NeverMarried"," Exec-managerial",2,40,2
"16563",25," Self-emp-not-inc",12,"DSW"," Craft-repair",2,35,1
"16564",30," gov",18,"NeverMarried"," Prof-specialty",1,40,1
"16565",46," gov",12,"Married"," Other-service",2,40,2
"16566",47," Private",13,"Married"," Adm-clerical",1,48,2
"16567",66," Self-emp-inc",16,"Married"," Sales",2,26,2
"16568",43," Private",9,"Married"," Handlers-cleaners",2,40,1
"16569",36," gov",16,"Married"," Adm-clerical",2,55,2
"16570",44," gov",13,"DSW"," Adm-clerical",1,15,1
"16571",42," Private",19,"Married"," Prof-specialty",2,50,1
"16572",39," Private",16,"Married"," Transport-moving",2,45,2
"16573",36," Private",15,"Married"," Exec-managerial",2,50,2
"16574",60," Self-emp-not-inc",16,"Married"," Exec-managerial",2,45,2
"16575",37," Private",13,"Married"," Machine-op-inspct",2,50,2
"16576",26," Private",16,"NeverMarried"," Transport-moving",2,20,1
"16577",24," Private",16,"NeverMarried"," Adm-clerical",1,30,1
"16578",45," gov",17,"DSW"," Prof-specialty",1,35,1
"16579",54," Private",13,"Married"," Exec-managerial",2,48,2
"16580",22," Private",13,"NeverMarried"," Sales",1,30,1
"16581",63," gov",17,"Married"," Prof-specialty",2,48,1
"16582",22," Private",12,"Married"," Craft-repair",2,43,1
"16583",27," Private",13,"NeverMarried"," Other-service",2,25,1
"16584",33," Private",8,"Married"," Craft-repair",2,33,1
"16585",64," Private",16,"DSW"," Prof-specialty",1,30,1
"16586",50," Private",15,"Married"," Exec-managerial",2,50,2
"16587",44," Self-emp-not-inc",14,"DSW"," Prof-specialty",1,40,1
"16588",31," Private",12,"Married"," Transport-moving",2,50,1
"16589",44," Private",12,"DSW"," Adm-clerical",1,40,1
"16590",53," Self-emp-not-inc",9,"Married"," Farming-fishing",2,35,1
"16591",33," gov",12,"DSW"," Other-service",1,40,1
"16592",34," gov",11,"Married"," Armed-Forces",2,40,1
"16593",27," Private",12,"NeverMarried"," Transport-moving",2,70,1
"16594",31," Private",15,"DSW"," Other-service",1,32,1
"16595",40," Private",12,"Married"," Craft-repair",2,40,2
"16596",53," gov",16,"Married"," Prof-specialty",2,40,1
"16597",58," Private",12,"Married"," Machine-op-inspct",2,44,1
"16598",38," Private",13,"Married"," Exec-managerial",2,40,2
"16599",33," Private",18,"Married"," Prof-specialty",2,40,2
"16600",48," gov",16,"Married"," Exec-managerial",2,60,2
"16601",23," Private",13,"Married"," Exec-managerial",1,40,1
"16602",31," Self-emp-not-inc",12,"NeverMarried"," Craft-repair",2,50,1
"16603",52," Self-emp-not-inc",17,"Married"," Sales",2,70,1
"16604",24," Private",12,"NeverMarried"," Tech-support",2,40,1
"16605",45," Self-emp-not-inc",8,"Married"," Farming-fishing",2,40,1
"16606",36," Private",12,"Married"," Adm-clerical",1,40,2
"16607",52," Private",6,"DSW"," Other-service",1,40,1
"16608",54," Private",12,"Married"," Craft-repair",2,40,1
"16609",39," Private",18,"Married"," Prof-specialty",2,55,2
"16610",40," Private",16,"Married"," Sales",2,50,2
"16611",28," Private",12,"NeverMarried"," Tech-support",2,50,1
"16612",23," Private",13,"NeverMarried"," Adm-clerical",1,40,1
"16613",36," Self-emp-inc",7,"NeverMarried"," Craft-repair",2,40,1
"16614",22," Private",13,"NeverMarried"," Adm-clerical",1,15,1
"16615",55," gov",17,"Married"," Exec-managerial",2,50,1
"16616",71," Private",12,"NeverMarried"," Handlers-cleaners",2,17,1
"16617",47," Private",19,"Married"," Prof-specialty",2,60,2
"16618",17," Self-emp-inc",9,"NeverMarried"," Sales",2,12,1
"16619",31," Private",16,"Married"," Exec-managerial",1,50,2
"16620",32," Private",13,"NeverMarried"," Other-service",2,40,1
"16621",46," Private",13,"Married"," Transport-moving",2,40,2
"16622",27," Private",16,"NeverMarried"," Exec-managerial",1,40,1
"16623",39," gov",13,"Married"," Exec-managerial",2,50,2
"16624",40," Private",12,"DSW"," Handlers-cleaners",1,48,1
"16625",30," Private",12,"NeverMarried"," Sales",1,30,1
"16626",17," Private",8,"NeverMarried"," Other-service",2,20,1
"16627",33," Private",17,"NeverMarried"," Prof-specialty",2,40,1
"16628",72," Private",19,"NeverMarried"," Prof-specialty",2,30,1
"16629",34," gov",13,"Married"," Adm-clerical",1,40,2
"16630",65," Private",12,"NeverMarried"," Craft-repair",2,40,1
"16631",36," Private",16,"Married"," Prof-specialty",2,50,2
"16632",32," Private",12,"NeverMarried"," Machine-op-inspct",2,40,1
"16633",26," Private",13,"NeverMarried"," Adm-clerical",2,40,1
"16634",22," Private",12,"NeverMarried"," Handlers-cleaners",2,40,1
"16635",47," Private",18,"Married"," Prof-specialty",2,48,2
"16636",31," Private",13,"NeverMarried"," Other-service",2,40,1
"16637",28," Self-emp-not-inc",16,"NeverMarried"," Sales",2,50,1
"16638",38," Private",17,"NeverMarried"," Adm-clerical",1,50,2
"16639",34," Private",15,"Married"," Adm-clerical",2,28,1
"16640",44," Private",16,"Married"," Prof-specialty",2,35,2
"16641",27," Private",13,"NeverMarried"," Handlers-cleaners",2,40,1
"16642",50," gov",16,"Married"," Protective-serv",2,44,2
"16643",47," Private",12,"Married"," Other-service",1,30,1
"16644",20," Private",13,"NeverMarried"," Other-service",2,40,1
"16645",24," Private",12,"NeverMarried"," Sales",2,38,1
"16646",29," gov",13,"Married"," Tech-support",2,40,2
"16647",37," gov",14,"NeverMarried"," Other-service",1,32,1
"16648",42," Private",15,"DSW"," Adm-clerical",2,40,1
"16649",68," Private",13,"NeverMarried"," Adm-clerical",1,40,1
"16650",22," gov",13,"NeverMarried"," Adm-clerical",1,40,1
"16651",72," Self-emp-not-inc",12,"Married"," Sales",2,30,1
"16652",45," gov",13,"Married"," Adm-clerical",2,20,1
"16653",30," gov",12,"Married"," Other-service",2,40,1
"16654",33," Private",12,"Married"," Craft-repair",2,40,1
"16655",43," Private",12,"Married"," Other-service",2,40,2
"16656",56," Private",13,"DSW"," Exec-managerial",2,60,1
"16657",25," Self-emp-not-inc",14,"Married"," Farming-fishing",2,40,1
"16658",41," Private",12,"DSW"," Priv-house-serv",1,40,1
"16659",25," Private",16,"NeverMarried"," Other-service",1,37,1
"16660",31," gov",15,"Married"," Tech-support",2,40,2
"16661",36," Private",12,"Married"," Machine-op-inspct",2,38,1
"16662",37," Private",16,"Married"," Exec-managerial",2,40,2
"16663",58," Self-emp-not-inc",12,"Married"," Craft-repair",2,20,1
"16664",26," Private",16,"NeverMarried"," Adm-clerical",1,40,1
"16665",55," Private",13,"Married"," Tech-support",2,50,2
"16666",46," gov",13,"Married"," Exec-managerial",2,48,2
"16667",44," Private",16,"NeverMarried"," Adm-clerical",1,20,1
"16668",44," Private",10,"Married"," Other-service",2,60,1
"16669",28," gov",16,"NeverMarried"," Exec-managerial",2,55,1
"16670",42," Private",9,"Married"," Transport-moving",2,50,1
"16671",41," Private",12,"DSW"," Craft-repair",2,40,1
"16672",39," Private",16,"Married"," Exec-managerial",2,45,1
"16673",64," Self-emp-not-inc",14,"Married"," Farming-fishing",2,30,1
"16674",20," Private",13,"NeverMarried"," Handlers-cleaners",2,25,1
"16675",45," gov",13,"Married"," Protective-serv",2,40,2
"16676",31," Private",12,"Married"," Adm-clerical",2,50,1
"16677",36," gov",17,"Married"," Exec-managerial",2,40,2
"16678",32," Private",8,"DSW"," Other-service",1,40,1
"16679",33," Self-emp-not-inc",14,"Married"," Farming-fishing",2,65,1
"16680",51," Self-emp-not-inc",12,"DSW"," Exec-managerial",1,35,2
"16681",36," Private",12,"DSW"," Machine-op-inspct",2,40,1
"16682",40," Private",12,"NeverMarried"," Craft-repair",2,40,1
"16683",44," Private",14,"Married"," Adm-clerical",2,51,2
"16684",40," Private",12,"DSW"," Adm-clerical",1,45,1
"16685",46," Private",14,"DSW"," Adm-clerical",1,40,1
"16686",31," Self-emp-not-inc",18,"Married"," Prof-specialty",2,60,2
"16687",30," Private",12,"NeverMarried"," Sales",1,40,1
"16688",26," Private",12,"Married"," Handlers-cleaners",2,40,1
"16689",25," Private",16,"NeverMarried"," Other-service",2,40,1
"16690",35," Self-emp-not-inc",15,"Married"," Craft-repair",2,40,1
"16691",29," Private",18,"NeverMarried"," Prof-specialty",2,50,1
"16692",39," Private",15,"DSW"," Craft-repair",2,40,1
"16693",44," Self-emp-not-inc",13,"DSW"," Other-service",2,40,1
"16694",37," Private",12,"Married"," Machine-op-inspct",2,60,2
"16695",36," Private",16,"Married"," Exec-managerial",2,45,2
"16696",44," Private",13,"Married"," Craft-repair",2,60,2
"16697",23," Private",12,"Married"," Machine-op-inspct",2,30,1
"16698",27," Private",16,"NeverMarried"," Adm-clerical",1,45,1
"16699",46," Self-emp-not-inc",16,"Married"," Sales",2,40,2
"16700",58," Private",12,"Married"," Craft-repair",2,40,1
"16701",36," Private",15,"DSW"," Exec-managerial",2,48,1
"16702",36," Private",12,"Married"," Craft-repair",2,60,2
"16703",21," Private",13,"NeverMarried"," Adm-clerical",2,45,1
"16704",41," gov",12,"NeverMarried"," Transport-moving",1,40,2
"16705",49," gov",12,"Married"," Machine-op-inspct",2,40,1
"16706",34," Private",16,"Married"," Sales",1,40,2
"16707",29," Private",12,"Married"," Protective-serv",2,35,1
"16708",63," Private",16,"Married"," Exec-managerial",2,50,2
"16709",29," gov",16,"NeverMarried"," Prof-specialty",1,40,1
"16710",65," Private",13,"Married"," Farming-fishing",2,40,1
"16711",26," Private",16,"NeverMarried"," Other-service",1,25,1
"16712",42," Private",19,"Married"," Prof-specialty",2,40,2
"16713",44," Private",13,"DSW"," Adm-clerical",1,37,1
"16714",41," Self-emp-not-inc",12,"Married"," Machine-op-inspct",2,25,1
"16715",22," gov",15,"NeverMarried"," Adm-clerical",1,35,1
"16716",18," Private",10,"NeverMarried"," Handlers-cleaners",2,40,1
"16717",33," gov",9,"Married"," Transport-moving",2,40,1
"16718",46," gov",16,"Married"," Prof-specialty",2,38,2
"16719",49," Private",10,"Married"," Priv-house-serv",1,40,1
"16720",41," gov",12,"Married"," Adm-clerical",1,40,1
"16721",52," Private",13,"DSW"," Adm-clerical",1,40,1
"16722",40," Private",13,"DSW"," Handlers-cleaners",2,40,1
"16723",53," gov",13,"NeverMarried"," Prof-specialty",1,40,1
"16724",45," Self-emp-not-inc",12,"Married"," Craft-repair",2,50,1
"16725",30," gov",9,"Married"," Craft-repair",2,40,1
"16726",56," Private",12,"Married"," Handlers-cleaners",2,40,1
"16727",24," Private",12,"Married"," Craft-repair",2,40,1
"16728",71," Self-emp-not-inc",7,"Married"," Farming-fishing",2,50,1
"16729",20," Self-emp-not-inc",12,"DSW"," Sales",1,30,1
"16730",26," Private",16,"Married"," Tech-support",2,50,1
"16731",34," Private",12,"Married"," Sales",2,65,1
"16732",49," Private",12,"DSW"," Prof-specialty",1,60,1
"16733",48," Private",19,"Married"," Prof-specialty",2,50,2
"16734",22," Private",12,"NeverMarried"," Other-service",1,40,1
"16735",30," Private",13,"DSW"," Machine-op-inspct",2,40,1
"16736",51," Private",12,"DSW"," Craft-repair",2,40,1
"16737",46," Private",13,"Married"," Sales",1,40,1
"16738",32," Self-emp-inc",12,"Married"," Exec-managerial",2,45,1
"16739",42," Private",18,"Married"," Sales",1,40,2
"16740",52," gov",13,"Married"," Tech-support",2,50,1
"16741",57," Private",12,"DSW"," Adm-clerical",1,40,1
"16742",35," Private",13,"DSW"," Adm-clerical",1,39,1
"16743",52," Private",17,"Married"," Prof-specialty",2,50,2
"16744",36," Private",13,"DSW"," Exec-managerial",1,40,1
"16745",33," Private",13,"Married"," Exec-managerial",2,40,2
"16746",67," gov",12,"DSW"," Protective-serv",2,20,1
"16747",31," Self-emp-not-inc",13,"Married"," Sales",2,48,1
"16748",31," Private",12,"Married"," Prof-specialty",2,50,1
"16749",28," Private",13,"NeverMarried"," Machine-op-inspct",2,42,1
"16750",36," Private",12,"DSW"," Craft-repair",2,40,1
"16751",58," Self-emp-not-inc",12,"Married"," Sales",2,35,2
"16752",56," Private",12,"Married"," Machine-op-inspct",2,40,1
"16753",35," Private",13,"NeverMarried"," Sales",2,40,1
"16754",37," Private",14,"Married"," Craft-repair",2,40,2
"16755",44," Private",16,"Married"," Exec-managerial",1,40,1
"16756",26," Private",12,"NeverMarried"," Farming-fishing",2,40,1
"16757",51," Private",12,"Married"," Transport-moving",2,40,1
"16758",31," Private",13,"Married"," Craft-repair",2,50,2
"16759",30," Private",13,"NeverMarried"," Sales",1,40,1
"16760",20," Private",13,"NeverMarried"," Adm-clerical",1,40,1
"16761",21," Private",13,"NeverMarried"," Adm-clerical",1,40,1
"16762",37," Private",16,"Married"," Prof-specialty",2,50,2
"16763",53," gov",14,"Married"," Prof-specialty",2,40,2
"16764",54," Private",12,"Married"," Adm-clerical",2,45,1
"16765",30," Private",16,"Married"," Sales",2,50,2
"16766",43," gov",12,"Married"," Exec-managerial",1,40,1
"16767",48," Private",14,"DSW"," Other-service",1,40,1
"16768",42," Self-emp-not-inc",16,"Married"," Sales",2,48,1
"16769",62," Private",12,"Married"," Machine-op-inspct",2,40,1
"16770",31," Private",12,"Married"," Craft-repair",2,40,1
"16771",22," Private",12,"NeverMarried"," Sales",2,60,1
"16772",45," Private",16,"Married"," Exec-managerial",2,32,1
"16773",34," Private",13,"DSW"," Sales",2,45,1
"16774",64," Private",12,"Married"," Exec-managerial",2,20,1
"16775",42," Self-emp-not-inc",16,"Married"," Farming-fishing",2,65,1
"16776",60," Self-emp-not-inc",12,"Married"," Sales",2,70,1
"16777",44," Private",12,"NeverMarried"," Craft-repair",2,58,1
"16778",45," Private",15,"DSW"," Tech-support",1,40,1
"16779",53," Self-emp-not-inc",18,"Married"," Prof-specialty",2,38,2
"16780",37," Private",14,"Married"," Transport-moving",2,50,2
"16781",23," Private",12,"NeverMarried"," Other-service",1,35,1
"16782",28," Private",16,"Married"," Prof-specialty",2,40,1
"16783",55," Private",7,"Married"," Craft-repair",2,41,1
"16784",58," Private",17,"NeverMarried"," Adm-clerical",1,24,2
"16785",74," Self-emp-inc",13,"Married"," Exec-managerial",2,25,2
"16786",27," Private",12,"NeverMarried"," Adm-clerical",2,40,1
"16787",37," Private",12,"DSW"," Adm-clerical",1,40,1
"16788",44," Self-emp-not-inc",9,"Married"," Other-service",2,70,1
"16789",23," Private",15,"NeverMarried"," Adm-clerical",2,40,1
"16790",41," Private",16,"Married"," Exec-managerial",2,40,1
"16791",45," Private",13,"Married"," Tech-support",2,55,2
"16792",29," Private",12,"DSW"," Machine-op-inspct",2,40,1
"16793",33," Private",16,"NeverMarried"," Sales",2,45,2
"16794",61," gov",17,"Married"," Exec-managerial",2,60,2
"16795",29," Private",15,"Married"," Sales",1,45,2
"16796",22," Private",13,"NeverMarried"," Sales",2,38,1
"16797",28," Private",8,"NeverMarried"," Craft-repair",2,40,1
"16798",30," Private",16,"Married"," Prof-specialty",1,40,1
"16799",20," Private",13,"NeverMarried"," Handlers-cleaners",2,20,1
"16800",45," Private",12,"Married"," Craft-repair",2,50,2
"16801",42," Private",15,"DSW"," Exec-managerial",1,40,1
"16802",34," Private",12,"NeverMarried"," Craft-repair",2,40,1
"16803",31," Private",16,"Married"," Prof-specialty",2,60,2
"16804",23," Private",16,"NeverMarried"," Exec-managerial",1,40,1
"16805",50," Private",12,"Married"," Craft-repair",2,50,1
"16806",40," Private",9,"Married"," Exec-managerial",2,40,2
"16807",57," Private",12,"DSW"," Adm-clerical",1,45,1
"16808",35," Private",13,"Married"," Adm-clerical",1,27,1
"16809",24," Private",16,"NeverMarried"," Exec-managerial",2,45,1
"16810",27," Private",13,"NeverMarried"," Adm-clerical",1,15,1
"16811",27," gov",13,"NeverMarried"," Protective-serv",1,40,2
"16812",45," Self-emp-inc",12,"Married"," Sales",2,40,1
"16813",23," gov",13,"NeverMarried"," Other-service",2,50,1
"16814",46," Private",13,"Married"," Exec-managerial",2,40,2
"16815",38," Private",16,"Married"," Sales",2,40,2
"16816",50," Private",12,"DSW"," Sales",2,60,1
"16817",55," Private",13,"Married"," Sales",2,50,1
"16818",72," Private",12,"Married"," Exec-managerial",1,50,1
"16819",65," Private",13,"DSW"," Adm-clerical",1,40,1
"16820",37," Private",9,"DSW"," Craft-repair",2,40,1
"16821",39," gov",12,"Married"," Adm-clerical",1,40,1
"16822",38," Private",14,"Married"," Craft-repair",2,40,1
"16823",46," Private",13,"Married"," Exec-managerial",2,50,2
"16824",50," Private",12,"Married"," Sales",2,65,2
"16825",54," Private",15,"Married"," Exec-managerial",2,40,2
"16826",40," Private",17,"NeverMarried"," Sales",2,50,2
"16827",30," Private",7,"Married"," Craft-repair",2,40,1
"16828",50," Private",12,"Married"," Farming-fishing",2,35,1
"16829",28," Private",13,"NeverMarried"," Craft-repair",2,30,1
"16830",34," Private",14,"Married"," Craft-repair",2,53,1
"16831",55," Private",12,"DSW"," Handlers-cleaners",2,40,1
"16832",20," Private",12,"NeverMarried"," Handlers-cleaners",2,40,1
"16833",21," Private",13,"NeverMarried"," Adm-clerical",2,35,1
"16834",39," Private",13,"DSW"," Other-service",1,20,1
"16835",43," Private",12,"Married"," Craft-repair",2,40,2
"16836",33," gov",12,"NeverMarried"," Other-service",2,40,1
"16837",26," Private",13,"NeverMarried"," Adm-clerical",1,40,1
"16838",45," gov",19,"Married"," Prof-specialty",2,40,2
"16839",31," gov",13,"NeverMarried"," Other-service",1,65,1
"16840",32," Private",6,"Married"," Craft-repair",2,60,1
"16841",60," Self-emp-not-inc",12,"Married"," Sales",2,50,1
"16842",41," Private",12,"Married"," Machine-op-inspct",2,40,2
"16843",21," Private",13,"NeverMarried"," Other-service",2,20,1
"16844",27," Private",13,"DSW"," Adm-clerical",1,36,1
"16845",33," Private",6,"DSW"," Handlers-cleaners",2,40,1
"16846",43," Private",12,"Married"," Craft-repair",2,40,1
"16847",27," Private",10,"Married"," Craft-repair",2,40,2
"16848",18," Self-emp-not-inc",9,"NeverMarried"," Farming-fishing",2,40,1
"16849",48," Self-emp-not-inc",13,"Married"," Exec-managerial",2,40,2
"16850",37," Private",7,"DSW"," Exec-managerial",2,50,1
"16851",58," Private",12,"Married"," Machine-op-inspct",2,40,1
"16852",57," Private",11,"Married"," Transport-moving",2,40,2
"16853",42," gov",16,"NeverMarried"," Adm-clerical",1,40,2
"16854",24," Private",12,"NeverMarried"," Adm-clerical",2,40,1
"16855",26," Private",16,"NeverMarried"," Other-service",2,15,1
"16856",43," Self-emp-inc",12,"DSW"," Craft-repair",2,50,1
"16857",34," Private",10,"Married"," Craft-repair",2,40,1
"16858",38," Private",16,"Married"," Exec-managerial",1,40,1
"16859",51," Self-emp-not-inc",10,"Married"," Farming-fishing",2,45,2
"16860",49," Self-emp-not-inc",19,"Married"," Prof-specialty",1,35,2
"16861",26," Private",16,"NeverMarried"," Adm-clerical",1,40,1
"16862",28," Private",12,"DSW"," Transport-moving",1,20,1
"16863",22," gov",13,"Married"," Sales",2,37,1
"16864",26," Private",12,"DSW"," Craft-repair",2,40,1
"16865",45," Private",8,"Married"," Other-service",2,40,2
"16866",39," Private",13,"DSW"," Exec-managerial",1,40,1
"16867",23," Private",12,"Married"," Sales",2,40,1
"16868",42," gov",16,"Married"," Prof-specialty",2,60,2
"16869",39," gov",12,"Married"," Craft-repair",2,40,1
"16870",43," gov",14,"DSW"," Craft-repair",2,40,1
"16871",33," Self-emp-not-inc",13,"NeverMarried"," Farming-fishing",2,70,1
"16872",68," gov",16,"Married"," Exec-managerial",2,20,1
"16873",32," Private",16,"NeverMarried"," Adm-clerical",2,40,1
"16874",25," Private",13,"NeverMarried"," Adm-clerical",2,40,1
"16875",53," Private",6,"Married"," Other-service",1,24,1
"16876",38," Private",14,"Married"," Exec-managerial",2,55,2
"16877",20," Private",12,"NeverMarried"," Machine-op-inspct",2,40,1
"16878",26," Private",12,"Married"," Craft-repair",2,40,1
"16879",23," Private",12,"NeverMarried"," Transport-moving",2,40,1
"16880",43," gov",12,"DSW"," Tech-support",1,40,1
"16881",29," gov",13,"NeverMarried"," Protective-serv",2,36,1
"16882",34," Private",9,"DSW"," Other-service",1,36,1
"16883",24," Private",13,"NeverMarried"," Sales",2,35,1
"16884",44," gov",17,"Married"," Prof-specialty",2,35,2
"16885",19," Private",13,"NeverMarried"," Adm-clerical",2,40,1
"16886",47," Private",16,"Married"," Adm-clerical",2,40,2
"16887",40," Private",13,"DSW"," Other-service",1,48,1
"16888",45," Private",12,"DSW"," Sales",1,45,1
"16889",43," Private",12,"DSW"," Handlers-cleaners",1,45,1
"16890",50," Private",19,"DSW"," Prof-specialty",2,50,2
"16891",29," Private",16,"NeverMarried"," Prof-specialty",2,40,1
"16892",47," Private",16,"NeverMarried"," Exec-managerial",2,50,1
"16893",24," Private",12,"NeverMarried"," Sales",2,35,1
"16894",21," Private",12,"NeverMarried"," Adm-clerical",1,40,1
"16895",30," Self-emp-not-inc",12,"Married"," Exec-managerial",2,50,2
"16896",37," Private",13,"DSW"," Other-service",1,40,1
"16897",74," Self-emp-not-inc",18,"DSW"," Prof-specialty",2,40,1
"16898",70," Self-emp-not-inc",13,"Married"," Farming-fishing",2,70,1
"16899",27," Private",14,"Married"," Craft-repair",2,40,1
"16900",32," gov",16,"DSW"," Adm-clerical",1,46,1
"16901",30," Private",10,"Married"," Handlers-cleaners",2,50,1
"16902",29," gov",14,"DSW"," Protective-serv",2,56,1
"16903",18," Private",10,"NeverMarried"," Handlers-cleaners",2,40,1
"16904",31," Private",12,"Married"," Craft-repair",2,40,2
"16905",39," gov",13,"Married"," Protective-serv",2,70,1
"16906",21," Private",13,"NeverMarried"," Other-service",1,30,1
"16907",31," Private",12,"Married"," Transport-moving",2,38,1
"16908",33," gov",13,"Married"," Protective-serv",2,40,1
"16909",39," Private",18,"DSW"," Prof-specialty",2,70,2
"16910",29," Private",12,"Married"," Craft-repair",2,40,1
"16911",34," Private",13,"Married"," Tech-support",2,40,1
"16912",52," gov",16,"DSW"," Exec-managerial",1,55,1
"16913",35," Private",12,"NeverMarried"," Sales",2,25,1
"16914",33," Private",9,"Married"," Craft-repair",2,40,1
"16915",43," Private",16,"Married"," Exec-managerial",2,50,2
"16916",51," gov",16,"Married"," Exec-managerial",2,40,2
"16917",36," Private",12,"NeverMarried"," Other-service",1,30,1
"16918",17," gov",10,"NeverMarried"," Prof-specialty",1,40,1
"16919",32," Private",12,"Married"," Craft-repair",2,40,1
"16920",39," Private",12,"NeverMarried"," Machine-op-inspct",1,40,1
"16921",19," Self-emp-inc",13,"NeverMarried"," Farming-fishing",2,60,1
"16922",54," Private",10,"DSW"," Adm-clerical",2,40,2
"16923",45," Private",16,"DSW"," Prof-specialty",2,50,2
"16924",47," gov",16,"DSW"," Prof-specialty",1,40,1
"16925",32," Private",12,"DSW"," Adm-clerical",1,40,1
"16926",28," Self-emp-inc",12,"Married"," Craft-repair",2,50,1
"16927",39," Self-emp-inc",16,"Married"," Sales",2,40,1
"16928",27," Self-emp-inc",12,"NeverMarried"," Sales",2,50,1
"16929",42," gov",17,"Married"," Prof-specialty",1,38,2
"16930",24," Private",16,"Married"," Prof-specialty",2,44,1
"16931",45," Private",16,"Married"," Craft-repair",2,45,2
"16932",19," Private",12,"NeverMarried"," Other-service",2,30,1
"16933",46," Private",9,"Married"," Transport-moving",2,40,2
"16934",50," Private",12,"Married"," Transport-moving",2,40,1
"16935",32," Private",12,"NeverMarried"," Adm-clerical",1,42,1
"16936",47," Self-emp-inc",18,"Married"," Prof-specialty",2,50,2
"16937",43," Self-emp-not-inc",12,"Married"," Farming-fishing",2,50,1
"16938",29," Private",16,"NeverMarried"," Craft-repair",2,40,1
"16939",43," gov",18,"Married"," Prof-specialty",2,55,2
"16940",41," Private",18,"Married"," Exec-managerial",1,50,2
"16941",24," Private",13,"NeverMarried"," Farming-fishing",2,50,1
"16942",24," Private",13,"NeverMarried"," Other-service",1,53,1
"16943",35," Private",12,"Married"," Adm-clerical",1,42,2
"16944",30," Private",16,"NeverMarried"," Adm-clerical",2,40,1
"16945",46," Private",16,"DSW"," Exec-managerial",1,40,1
"16946",19," gov",13,"NeverMarried"," Adm-clerical",1,30,1
"16947",39," Private",8,"DSW"," Craft-repair",2,35,1
"16948",43," Private",12,"Married"," Transport-moving",2,40,1
